,pid,lname,fname,birthcity,birthcountry,coach,birthdate,age,nationality,height,weight,playhand,backhand,proyear,active
708,t0fk,Tabacco,Giorgio,,,Tommaso castagnola ,2003-08-06,20,Italy,178,80,R,2,,A
709,t0ag,Tkemaladze,Zura,Tbilisi,Georgia,"Lennart Zynga, Burghard Rieheman",2000-06-04,23,Georgia,188,78,R,2,2019,A
710,p0gp,Privara,Peter Benjamin,,,,2004-08-02,19,Slovak Republic,188,77,R,1,,A
711,rb86,Rawat,Sidharth,New Delhi,India,,1993-04-21,30,India,175,70,R,2,,A
712,l0by,Lane,Lewie,,,Herby Horst,2001-01-02,23,Germany,183,82,R,1,,A
713,ke69,Kestelboim,Mariano,Buenos Aires,Argentina,Marcos Massonneau ,1996-02-06,28,Argentina,185,78,R,2,,A
714,a0f3,Andaloro,Fabrizio,,,,2001-01-31,23,Italy,185,83,R,2,,A
715,y0at,Yang,Jimmy,,,,1997-06-19,26,Germany,188,80,R,2,,A
716,x01a,Xiao,Linang,,,,2000-03-18,23,China,173,68,R,2,,A
717,z0c9,Zielinski,Marcel,,,,2000-10-27,23,Poland,,,U,0,,A
718,a0eu,Aubriot,Alexandre,,,,1999-06-06,24,France,188,85,R,1,,A
719,t0gr,Tarvet,Oliver,,,,2003-10-29,20,Great Britain,,,U,0,,A
720,s0ja,Spizzirri,Eliot,,,Patrick Hirscht,2001-12-23,22,United States,183,76,R,2,,A
721,pd07,Pospisil,Vasek,Vernon,Canada,Malek Jaziri,1990-06-23,33,Canada,193,88,R,2,2007,A
722,m0on,Monday,Johannus,,,,2002-01-22,22,Great Britain,198,86,L,2,,A
723,m0l2,Manzanera Pertusa,Alejandro,,,,2003-04-08,20,Spain,,,U,0,,A
724,bp79,Bertran,Peter,,,Marcus Hurtig,1996-03-05,27,Dominican Republic,183,73,R,2,,A
725,b0f0,Barnat,Jiri,,,Jan Satral ,2001-07-26,22,Czech Republic,183,78,R,2,,A
726,sy05,Schnaitter,Jakob,,,Marc Meigel,1996-03-07,27,Germany,183,73,R,2,,A
727,s0r5,Snitari,Ilya,,,,2002-03-20,21,Moldova,188,80,R,2,,A
728,s0ri,Singh,Karan,Karnal,Haryana,Zeeshan Ali,2003-06-30,20,India,188,78,R,2,,A
729,g0gz,Gavrielides,Liam,,,,2004-01-30,20,Germany,188,81,R,2,,A
730,b0nv,Brady,Patrick,,,John Brady,2004-11-14,19,Great Britain,185,75,R,2,,A
731,o09s,Otegui,Juan Bautista,,,,1999-02-23,25,Argentina,191,83,R,2,,A
732,b0d8,Brumm,Jacob,Rancho Santa Fe,CA,"Scott Kintz, Michael Woodson, John Chanfreau",1998-11-30,25,United States,180,73,R,2,,A
733,b0bk,Braynin,Aleksandr,,,Tseplyaev Yevhen,1999-08-29,24,Ukraine,201,85,R,2,,A
734,g0d9,Gimenez,Igor,,,,2000-02-20,24,Brazil,180,76,R,2,,A
735,p0k4,Pereira,Tiago,,,Pedro Pereira,2004-06-20,19,Portugal,0,78,R,2,,A
736,k0bu,Kovapitukted,Palaphoom,,,Adam Vejmelka,1999-12-05,24,Thailand,178,71,R,2,,A
737,r0ib,Rivet,Maxence,,,,2003-10-09,20,France,,,U,0,,A
738,s0bg,Sumizawa,Daisuke,,,Shinichi Takemasa,1999-01-31,25,Japan,175,67,R,2,,A
739,mp94,Moundir,Adam,Saint Louis,France,,1995-04-26,28,Morocco,191,91,R,2,,A
740,a09w,Aguilar,Juan Carlos,London,England,Devin Bowen,1998-11-20,25,Canada,168,66,R,2,,A
741,ke36,Kellovsky,Dominik,Havirov,Czech Republic,,1996-07-24,27,Czech Republic,183,78,R,1,,A
742,i427,Ivanov,Simon Anthony,,,,2000-07-03,23,Bulgaria,188,76,R,2,,A
743,s0f7,Skorilas,Alexandros,Ioannina,Greece,Vasileios Skorilas,2000-03-16,23,Greece,185,81,R,2,2018,A
744,a0g8,Elsayed,Amr,,,Karim Zaher,1999-03-04,24,Egypt,185,77,R,2,,A
745,h0bf,Henning,Philip,,,,2000-11-10,23,South Africa,,,R,2,,A
746,rh50,Reymond,Arthur,,,Laurent Reymond,1999-04-02,24,France,180,73,L,1,,A
747,l0db,La Vela,Giuseppe,,,,2000-10-16,23,Italy,,,U,0,,A
748,b0c3,Beaupain,Simon,,,Arnaud Fontaine - Henri Jacquemin,1999-05-18,24,Belgium,178,76,R,2,,A
749,mo35,Manda,Calin,,,,1998-04-03,25,Romania,185,83,R,2,,A
750,n974,Nouza,Petr,,,David Skoch,1998-09-09,25,Czech Republic,193,91,R,2,,A
751,p0ht,Pinnington Jones,Jack,,,Morgan Phillips,2003-03-30,20,Great Britain,180,82,R,2,,A
752,m0gb,Martinez,Alex,,,,2001-03-19,22,Spain,185,78,R,2,,A
753,c0kh,Cesar Porras,Julio,,,,1998-02-25,25,Argentina,,,,0,,A
754,a0ja,Agwi,Michael,,,,2003-09-04,20,Ireland,,,U,0,,A
755,w741,Wang,Aoran,,,,1997-02-05,27,China,191,91,R,2,,A
756,sf41,Setkic,Aldin,Sarajevo,Bosnia & Herzegovina,Alberto Castellani,1987-12-21,36,Bosnia-Herzegovina,191,86,R,2,,A
757,w0b3,Wang,Xiaofei,,,,2003-01-10,21,China,180,72,R,2,,A
758,l0bu,Liu,Hanyi,,,,2001-05-23,22,China,185,88,R,2,,A
759,b0iy,Beckley,Alec,,,Earl Grainger,2001-06-18,22,South Africa,183,75,R,2,,A
760,i0ax,Isomura,Kokoro,,,,2003-01-22,21,Japan,175,72,R,2,,A
761,o09a,Ouakaa,Aziz,,,,1999-08-07,24,Tunisia,,,U,0,,A
762,ca12,Chardy,Jeremy,Pau,France,Philipp Wagner,1987-02-12,37,France,188,75,R,2,2005,A
763,h0ec,Hanzlik,Cash,,,Patrick Dreves,2002-04-20,21,United States,185,77,R,2,,A
764,j0d4,Jin,Jeremy,,,Gavin Van Peperzeel,2004-06-27,19,Australia,178,75,R,2,,A
765,h0ag,Ho,Ray,,,,2000-02-13,24,Chinese Taipei,188,85,L,2,,A
766,v306,Verdasco,Fernando,Madrid,Spain,"Diego Dinomo, David Sanchez, Quino Munoz",1983-11-15,40,Spain,188,90,L,2,2001,A
767,m0na,Mitsui,Shunsuke,,,,2002-05-20,21,Japan,178,72,R,0,,A
768,ab54,Adams,Harrison,,,Adrian Targett,1994-05-25,29,United States,183,75,R,2,,A
769,kh41,Kaukovalta,Patrick,,,,1998-12-01,25,Finland,193,83,R,2,,A
770,g0dd,Grant,William,,,Damion Jackson ,2001-02-13,23,United States,15,84,R,2,,A
771,cn15,Corwin,Felix,Kalamazoo,MI,Erick Martinez,1996-05-26,27,United States,188,82,R,2,,A
772,j0cm,Jovic,Viktor,,,,2002-01-24,22,Serbia,,,U,0,,A
773,dh55,De Krom,Michiel,,,Jos Koemans,1998-06-27,25,Netherlands,183,80,R,2,,A
774,a0es,Araujo,Pedro,,,,2002-03-26,21,Portugal,180,68,R,2,,A
775,r0h6,Rossi,Leonardo,,,"Matteo Trevisan, Tommaso Brunetti",2002-08-05,21,Italy,180,80,R,2,,A
776,e858,Egea,Franco Emanuel,Cordoba,Argentina,Mario Niz ,1996-01-01,28,Argentina,180,78,R,2,,A
777,l09d,Liaonenka,Aliaksandr,,,,1999-03-17,24,Belarus,196,88,R,2,,A
778,s0tx,Searle,Henry,,,,2006-03-29,17,Great Britain,193,85,L,2,,A
779,h0ek,Hudd,Emile,,,,2000-05-27,23,Great Britain,193,87,R,2,,A
780,n0ba,Nefve,Axel,,,Nick Saviano,2000-07-22,23,United States,193,88,L,2,,A
781,p0fy,Pecci,Alessandro,,,,2001-03-23,22,Italy,198,95,R,2,,A
782,l0dm,Lingua Lavallen,Alejo Lorenzo,,,"Alberto Mancini, Franco Pertusati ",2001-03-09,22,Argentina,175,72,L,2,,A
783,g0iw,Ghibaudo,Antoine,,,Julien Demois,2005-01-25,19,France,191,70,R,2,,A
784,m0bo,Markes,Colin,,,,1997-03-01,26,United States,188,84,R,2,,A
785,w0bb,Wiskandt,Max,,,,2002-02-01,22,Germany,191,82,R,0,,A
786,lg37,Lomakin,Grigoriy,,,,1998-03-18,25,Kazakhstan,198,78,R,0,,A
787,mj70,Maamoun,Karim-Mohamed,Giza,Egypt,"Karim Zaher,Tamer El Sawy",1991-04-09,32,Egypt,175,73,R,2,,A
788,o0be,Ovcharenko,Oleksandr,,,Vincenzo Carlone ,2001-10-17,22,Ukraine,185,81,R,2,,A
789,bu35,Broville,Maxence,,,Philippe Pech,1999-01-31,25,France,193,82,R,0,,A
790,b0lq,Bar Biryukov,Petr,,,,2002-02-28,21,Russia,196,85,L,2,,A
791,mm78,Mridha,Jonathan,Stockholm,Sweden,Peter Carlsson,1995-04-08,28,Sweden,183,75,R,2,,A
792,k0hg,Karol,Milos,,,,2002-12-13,21,Slovak Republic,198,90,R,2,,A
793,rh17,Roberts,Justin,Nassau,Bahamas,"Chris Begg, Shariq Khan",1996-12-04,27,Bahamas,183,85,R,1,,A
794,tb70,Trongcharoenchaikul,Wishaya,,,,1995-04-08,28,Thailand,,,R,2,,A
795,p0av,Park,Uisung,Seoul,Korea,,2000-09-27,23,South Korea,175,75,R,2,,A
796,b0m3,Bailly,Pierre Yves,,,,2003-10-15,20,Belgium,,,U,0,,A
797,m0gp,Moroni,Filippo,,,,2001-02-01,23,Italy,175,73,R,2,,A
798,ld26,Leshem,Edan,New York,NY,Amos Mansdrof,1997-03-19,26,Israel,183,72,R,2,,A
799,m0c2,Martin,Dan,,,,1999-05-09,24,Canada,175,70,R,1,,A
800,v0bc,Vandermeersch,Cyril,,,,1999-05-06,24,France,180,72,R,2,,A
801,mt97,Mora,Maxime,Narbonne,France,Helton Alias Tonton,1997-03-26,26,France,183,73,R,2,,A
802,d985,Domingues,Joao,Oliveira de Azemeis,Portugal,"Joao Antunes, Andre Podalka",1993-10-05,30,Portugal,,70,R,2,2013,A
803,sm25,Sock,Jack,Lincoln,NE,,1992-09-24,31,United States,191,88,R,2,2011,A
804,bu34,Beale,Jeremy,Preston,Australia,,1994-10-04,29,Australia,193,83,L,2,,A
805,s0z6,Stater,Alexander,,,,1999-04-21,24,United States,13,71,R,0,,A
806,h0ba,Hazawa,Shinji,Sanda,Japan,,1999-04-12,24,Japan,175,73,R,2,,A
807,w738,Walkin,Brandon,Brisbane,Australia,Ryan Agar,1994-08-16,29,Great Britain,188,85,R,2,,A
808,e0ab,Eqbal,Ishaque,,,,1998-01-17,26,India,,,R,2,,A
809,f0c4,Fernandez Flores,Diego,,,PamShot Academy,2000-10-07,23,Chile,185,77,R,1,,A
810,b0c5,Broska,Florian,,,,1998-01-01,26,Germany,,,R,0,,A
811,l0i5,Leong,Mitsuki Wei Kang,Ipoh,Perak,Leong Chee Wai,2004-08-06,19,Malaysia,175,67,R,0,,A
812,a0ia,Arutiunian,Erik,,,,2004-10-19,19,Belarus,191,88,R,2,,A
813,sy42,Setodji,Thomas,,,,1995-10-13,28,France,183,83,R,2,,A
814,c882,Cuevas,Pablo,Concordia,Argentina,Facundo Savio,1986-01-01,38,Uruguay,180,78,R,1,2004,A
815,b0j6,Browning,Tauheed,,,,2002-10-12,21,United States,183,77,R,2,,A
816,ke64,Kozlov,Stefan,Skopje,Macedonia,Andrei Kozlov,1998-02-01,26,United States,183,79,R,2,2013,A
817,k0hz,Kim,Aidan,,,,2004-11-24,19,United States,191,82,R,2,,A
818,b0ez,Becerra Otarola,Ignacio Antonio,,,"Juan Carlos Becerra, Aldo Alvarez",2000-09-25,23,Chile,170,73,R,2,,A
819,v0dx,Vilicich,Bautista,,,,2001-10-05,22,Argentina,180,76,R,2,,A
820,d0i6,Demin,Yaroslav,,,,2005-08-30,18,Russia,185,78,R,2,,A
821,j09j,Jeong,Yeong-Seok,,,,2000-03-04,23,South Korea,185,83,R,0,,A
822,s0rd,Sinha,Adit,,,,2003-09-18,20,United States,183,70,R,2,,A
823,t0ia,Taguchi,Ryoatro,,,,2000-06-30,23,Japan,,,,0,,A
824,sz32,Salle,Fabien,,,,1999-08-19,24,France,185,80,R,2,,A
825,g0i3,Giunta,Massimo,,,,2004-07-09,19,Italy,,,R,0,,A
826,rh88,Rubio Fierros,Alan Fernando,,,,1999-02-03,25,Mexico,175,75,R,2,,A
827,m0k2,Marino,Pietro,,,"Fabio Rizzo, Alessio Di Mauro",2001-06-03,22,Italy,173,75,R,2,,A
828,hh32,Hoyos,Alejandro,Cartago,Valle,Luciano Carluccio,1999-09-17,24,Colombia,180,78,R,2,,A
829,d0hm,Donald,Matthew William,Karlsruhe,Germany,,2004-11-08,19,Czech Republic,175,68,R,2,,A
830,n0be,Neff,Adam,Miami,Florida,Grant Chen,2001-05-30,22,United States,183,88,R,2,,A
831,y09l,Yin,Bang Shuo,,,,1999-02-27,24,Chinese Taipei,183,75,R,2,,A
832,s0v8,Shimanov,Ofek,,,,2005-07-03,18,Israel,,,U,0,,A
833,m0hb,Musitelli,François,,,,1998-10-12,25,France,,,U,0,,A
834,pl69,Pearson,Kody,Rockdale,Australia,Glen Pearson,1999-07-26,24,Australia,178,68,R,1,,A
835,a0ie,Andre,Seydina,,,,2003-08-08,20,Senegal,,,U,0,,A
836,b0e4,Barreiros Reyes,Mateo,,,"Patricio Arnold, Luiz Peniza",2000-12-14,23,Brazil,178,73,L,2,,A
837,l0b7,Lemstra,Kai,,,,1999-06-19,24,Germany,188,72,R,2,,A
838,c0c1,Catini,Niccolo,,,,1997-12-09,26,Italy,178,73,R,2,,A
839,p0gq,Poljicak,Mili,Split,Croatia,Josip Dumanic,2004-07-13,19,Croatia,185,93,R,2,,A
840,li39,Lazarov,Alexandar,Miami,FL,Krassimir Lazarov,1997-11-06,26,Bulgaria,191,84,R,1,2016,A
841,m0re,Maloney,Patrick,,,,2000-02-09,24,United States,193,84,R,2,,A
842,s0ao,Simkiss,Luke,,,,1998-08-17,25,Great Britain,,,U,0,,A
843,bv17,Balzerani,Riccardo,Rieti,Italy,,1998-10-25,25,Italy,185,80,R,2,,A
844,l0ee,Little,Daniel,Shoreham by sea,England,,1997-05-16,26,Great Britain,188,80,R,2,,A
845,w716,Whitehouse,Mark,Reigate,England,,1993-05-01,30,Great Britain,188,80,R,0,,A
846,b0jn,Braithwaite,Thomas,,,"Gary Stickler, Matt Limpus",1999-12-09,24,Australia,185,85,R,2,,A
847,s0ba,Sorrentino,Luigi,,,,1998-06-18,25,Italy,185,75,R,2,,A
848,h0ez,Hamza Reguig,Samir,,,,2002-01-19,22,Algeria,183,73,R,2,,A
849,v0dq,Vasa,Iiro,,,Jarkko Haataja,2002-09-03,21,Finland,183,76,R,2,,A
850,c0ht,Cassone,Murphy,,,Brian Braziel,2002-08-16,21,United States,188,79,R,2,,A
851,b0hy,Becroft,Isaac,,,,2000-10-29,23,New Zealand,,,U,0,,A
852,mj71,Moraing,Mats,Mulheim an der Ruhr,Germany,Peter Moraing,1992-06-20,31,Germany,198,84,L,2,2013,A
853,r0il,Radulov,Iliyan,,,Hristo Boyanov ,2005-06-11,18,Bulgaria,187,33,R,2,,A
854,mo76,Madarasz,Gergely,,,Toth Gabor Janos,1994-10-01,29,Hungary,180,81,L,2,,A
855,b0pd,Buldorini,Peter,,,"Davide Melchiorre, Simone Vagnozzi ",2004-08-09,19,Italy,183,73,R,2,,A
856,a622,Arnaboldi,Andrea,Milan,Italy,/,1987-12-27,36,Italy,180,72,L,1,2006,A
857,r0ar,Rodrigues,Daniel,,,Josh Goffi,2000-02-11,24,Portugal,183,81,R,2,,A
858,w710,Wiersholm,Henrik,Kirkland,USA,,1997-03-27,26,United States,178,73,R,2,,A
859,s0jb,Schachter,Noah,Steilacoom,Washington,,1999-09-06,24,United States,188,82,R,2,,A
860,j0cw,Jang,Yunseok,,,,2003-05-06,20,South Korea,180,75,R,0,,A
861,t0bd,Tepmahc,Nicolas,,,,2001-05-23,22,France,188,78,R,2,,A
862,z350,Zhu,Michael,,,,1992-08-12,31,United States,175,77,R,2,,A
863,c09g,Carou,Ignacio,Buenos Aires,Argentina,Matías Caceres,1999-07-12,24,Uruguay,178,70,R,2,,A
864,j732,Jones,Ben,,,,1998-05-19,25,Great Britain,193,85,R,2,,A
865,kf17,Kwon,Soonwoo,Sangju,South Korea,Daniel Yoo,1997-12-02,26,South Korea,180,72,R,2,2015,A
866,n0dy,Nidunjianzan,Fnu,,,,2004-01-07,20,China,,,U,0,,A
867,sp24,Schnur,Brayden,Toronto,Canada,Frederic Niemeyer,1995-07-04,28,Canada,193,84,R,2,2016,A
868,d0dc,Donnet,Etienne,,,,2001-02-16,23,France,,,U,0,,A
869,c0c5,Carraro,Luciano,,,Sebastian Martinez Cordoba,1998-04-22,25,Italy,183,75,R,2,,A
870,pg03,Puttergill,Calum,Umtata,South Africa,Ryan Sevil ,1993-10-22,30,Australia,183,78,R,2,,A
871,d0i5,Dahlin,Max,,,Frank Wintermantel,2005-12-27,18,Sweden,188,85,R,2,,A
872,pg56,Panta,Jorge,Piura,Peru,Jorge Luis Panta Yarleque,1995-07-22,28,Peru,3,76,R,2,,A
873,r685,Rosol,Lukas,Brno,Czech Republic,Hynek Fromel ,1985-07-24,38,Czech Republic,193,83,R,2,2004,A
874,m0gy,Marmousez,Lilian,,,,2002-01-03,22,France,180,82,R,1,,A
875,dh18,Den Heijer,Guy,,,,1997-03-30,26,Netherlands,,,U,0,,A
876,s0t1,Schiessl,Joao Eduardo,São Paulo,Brazil,"Caio de Brito, Didier Rayon",2004-08-19,19,Brazil,180,72,L,2,2021,A
877,v0g6,Vithoontien,Leo,,,,1999-08-18,24,Japan,185,60,L,0,,A
878,z09f,Zahraj,Patrick,,,Dusan Karol,1999-07-17,24,Germany,188,88,R,0,,A
879,sy74,Sureshkumar,Manish,Chennai,India,Sureshkumar,1999-08-13,24,India,180,73,R,2,,A
880,mn23,Metreveli,Aleksandre,Tbilisi,Georgia,Irakli Metreveli,1993-08-10,30,Georgia,183,76,R,2,2010,A
881,bp44,Brymer,Gage,Irvine,CA,Chuck Brymer,1995-02-07,29,United States,185,70,R,2,,A
882,p0hy,Pieri,Samuele,,,,2002-02-28,21,Italy,,,U,0,,A
883,bv08,Butulija,Boris,,,,1999-01-04,25,Serbia,185,78,L,2,,A
884,b0q9,Bacaloni,Andrea,,,,2002-04-03,21,Italy,178,80,R,2,,A
885,kd43,Kadhe,Arjun,Pune,India,,1994-01-07,30,India,185,83,R,2,2017,A
886,sz28,Seelig,Kyle,,,Ty Tucker,1997-09-17,26,United States,175,79,R,2,,A
887,pl80,Pavel,Bogdan,,,,1999-06-11,24,Romania,193,92,R,2,,A
888,ac84,Altamirano,Collin,Sacramento,CA,"Joseph Gilbert, Thom Billadeau, Jimmy Roberts",1995-12-07,28,United States,188,85,R,2,2017,A
889,b0gi,Binda,Alexandr,Lecco,Italy,Bondaz Laurent,2001-09-22,22,Italy,175,67,R,2,,A
890,tg42,Tessa,Louis,Lyon,France,Rodolphe Cadart,1998-04-06,25,France,180,72,R,2,,A
891,s0sd,Szajrych,Jasza,,,,2002-04-23,21,Poland,,,,0,,A
892,gc17,Gutierrez,Oscar Jose,Canoas,Brazil,"Marcos Roy, Ignasi Verdonces ",1993-04-25,30,Brazil,170,67,R,2,,A
893,t0af,Tenti,Fermin,La Plata,Argentina,,1997-06-14,26,Argentina,181,74,R,2,,A
894,re27,Roncalli,Simone,Busto Arsizio,Italy,Matteo Cecchetti ,1996-05-08,27,Italy,175,70,R,2,,A
895,v0g2,Vales,Amit,,,,2005-06-07,18,Israel,,,U,0,,A
896,c0dp,Court,Jayden,,,,2000-06-19,23,Australia,191,90,R,1,,A
897,m0te,Marinkov,Pavle,,,,2006-02-04,18,Australia,188,83,R,2,,A
898,m0en,Mazza,Manuel,,,,1999-04-16,24,Italy,178,71,R,2,,A
899,n0bu,Nunez,Daniel Antonio,,,Sebastián Fonseca,2001-06-02,22,Chile,0,70,R,2,,A
900,z0cq,Zhou,Yi,,,Jacques Hervet,2005-03-14,18,China,193,82,R,2,,A
901,hb31,Haerteis,Johannes,,,"Walter Otto, Andreas Tattermusch, Eduard Samson",1996-02-22,28,Germany,196,90,L,2,,A
902,d0io,Duran,Tuncay,,,Bulent Duran,2004-06-02,19,Turkiye,191,80,R,1,,A
903,t0hm,Tonejc,Vito,,,Andrej Tonejc,1999-07-02,24,Croatia,191,78,R,2,,A
904,w09x,Winter Lopez,Benjamin,,,,1998-05-27,25,Spain,180,76,R,2,,A
905,wb36,Wang,Chukang,,,,1999-09-06,24,China,173,64,R,2,,A
906,ph77,Poljak,David,Ostrava,Czech Republic,Jiri Novák  ,1996-05-17,27,Czech Republic,188,77,R,2,,A
907,bp74,Bakshi,Aleksandre,Tbilisi,Georgia,Victor Bakshi,1997-07-15,26,Georgia,180,73,L,2,2019,A
908,l0gr,La Serna,Juan Manuel,,,Mauro Luciano Aprile ,2004-02-05,20,Argentina,188,83,L,2,,A
909,s0lr,Sperle,John,,,,2002-01-30,22,Germany,,,U,0,,A
910,d0db,Delage,Pierre,,,,2001-01-22,23,France,198,97,R,2,,A
911,o09t,Ogura,Kosuke,,,,1996-02-09,28,Japan,170,68,R,0,,A
912,w0ba,Woldeab,Siem,,,,2001-06-06,22,United States,,,U,0,,A
913,d0hj,Djuric,Branko,,,,2005-02-10,19,Serbia,,,R,2,,A
914,d0ly,Demanet,Emilien,,,,2005-04-25,18,Belgium,,,U,0,,A
915,s0uv,Sakamoto,Rei,,,,2006-06-24,17,Japan,193,80,R,2,,A
916,o0br,Ostapenkov,Daniil,,,,2003-05-08,20,Belarus,,,R,2,,A
917,sy00,Sigsgaard,Christian,,,,1997-03-14,26,Denmark,188,88,R,1,,A
918,l0ip,Loutit,Jack,,,,2004-06-23,19,New Zealand,,,L,2,,A
919,r0f6,Rocha,Francisco,,,João Maio,1999-10-04,24,Portugal,185,80,R,2,,A
920,b0pe,Bondioli,Federico,,,,2005-05-16,18,Italy,,,L,2,,A
921,y235,Yamasaki,Jumpei,Saitama,Japan,Shinichi Takemasa,1997-07-02,26,Japan,180,75,R,2,,A
922,y223,Yamacita,Fernando,Londrina,Brazil,Elson Longo,1997-10-01,26,Brazil,185,78,R,2,,A
923,r09t,Reco,Alexandre,,,,1999-04-27,24,France,185,88,R,2,,A
924,b0i2,Boyd,Kalman L.,,,,1997-04-09,26,United States,,,U,0,,A
925,s0gu,Steinegger,Yannik,,,,2000-09-11,23,Switzerland,188,80,R,2,,A
926,p0cy,Palosi,Stefan,,,Andrei Pavel,2000-01-28,24,Romania,180,81,R,1,,A
927,p0kj,Pham,Derek,,,,2004-03-31,19,Australia,180,75,R,2,,A
928,b0ha,Bagnolini,Daniel,,,,2003-02-13,21,Italy,,,U,0,,A
929,b0g4,Bosio,Gabriele,,,,2000-11-25,23,Italy,0,80,R,2,,A
930,l0ga,Lanik,Tomas,,,,2002-05-16,21,Slovak Republic,,,R,0,,A
931,p0mg,Perot,Raphael,,,,2001-06-30,22,France,,,U,0,,A
932,mh30,Millman,John,Brisbane,Australia,,1989-06-14,34,Australia,183,79,R,2,2006,A
933,mm66,Milojevic,Nikola,Belgrade,Serbia,Marcos Roy,1995-06-19,28,Serbia,188,76,R,2,2013,A
934,mw39,Martinez,Mirko,Neuchâtel,Switzerland,,1998-04-03,25,Switzerland,175,70,R,2,,A
935,o0ci,Ojakaar,Oliver,,,Kenneth Raisma,2005-02-10,19,Estonia,191,88,R,2,,A
936,b0i6,Banerjee,Samir,,,,2003-10-02,20,United States,,,R,0,,A
937,k0el,Kotzen,Alexander,New York,NY,,2000-07-01,23,United States,185,77,R,2,,A
938,d0en,Di Natale,Gian Matias,,,Viktor Galovic,1997-10-30,26,Argentina,178,70,R,1,,A
939,c0ds,Chanta,Thanapet,,,,1999-09-09,24,Thailand,,,R,0,,A
940,ki91,Kirci,Koray,,,"Günaydin Kirci, Fikri Semih Evranli, Erhan Oral",1998-08-17,25,Turkiye,185,75,R,2,,A
941,c09t,Cungu,Rrezart,Bar,Montenegro,Samuel Guarin Chacon,1998-07-18,25,Montenegro,173,70,R,2,,A
942,f0e4,Fantini,Luca,,,,2000-07-20,23,Italy,,,U,0,,A
943,z0c3,Zhukov,Maxim,,,,2005-01-30,19,Russia,,,,0,,A
944,dh46,Donski,Alexander,Philadelphia,PA,"Mislav, Mike Donski",1998-08-01,25,Bulgaria,188,80,R,2,2017,A
945,sz36,Schell,Niklas,Wiesbaden,Germany,Tim Buettner,1999-01-03,25,Germany,191,85,R,2,,A
946,v0e3,Von Der Schulenburg,Jeffrey,,,,2002-02-13,22,Switzerland,183,77,R,2,,A
947,z363,Zormann,Marcelo,Lins,Brazil,Franco Ferreiro,1996-06-10,27,Brazil,0,81,R,2,,A
948,m0to,Malige,Mae,,,,2006-03-29,17,France,,,R,0,,A
949,h0hs,Hulme,Matt,,,,1999-02-17,25,Australia,191,83,R,2,,A
950,c0gg,Chopra,Keshav,Marietta,GA,Murry Lokasundaram,2001-10-24,22,United States,183,63,R,2,,A
951,f902,Flores,Jesse,,,,1995-03-31,28,Costa Rica,188,82,R,2,,A
952,m0cd,Miceli,Marco,,,,1998-11-03,25,Italy,0,82,R,2,,A
953,s0iv,Saraiva Dos Santos,Paulo Andre,,,Jose Cicero,2000-06-23,23,Brazil,180,78,R,2,,A
954,n0ca,Nedelchev,Nikolay,,,,2003-07-05,20,Bulgaria,,,U,0,,A
955,p0cu,Pujol Navarro,Bruno,,,,2001-08-27,22,Spain,178,67,L,2,,A
956,bg23,Basilashvili,Nikoloz,Tbilisi,Georgia,,1992-02-23,32,Georgia,185,79,R,2,2008,A
957,bh02,Bangoura,Sekou,Bradenton,FL,Sekou Bangoura Sr.,1991-11-18,32,United States,183,77,R,2,2011,A
958,a0ih,Anthrop,Jack,San Ramon,Ca,"Ty Tucker, Bryan Koniecko, Jordan Belga",2003-11-05,20,United States,188,75,R,2,,A
959,h0eb,Heck,Hunter,,,,2002-05-15,21,United States,173,73,R,2,,A
960,i327,Iradukunda,Guy Orly,,,,1996-03-21,27,Burundi,0,76,R,0,,A
961,m0v5,Majdandzic,Marc,,,,2005-02-04,19,Germany,,,U,0,,A
962,v0em,Van Sambeek,Fons,,,"Kyle Spencer, Cris James",2002-02-10,22,Netherlands,185,84,L,0,,A
963,k0ga,Kudriashov,Igor,,,,2003-09-27,20,Russia,,,U,0,,A
964,gb41,Gomez,Juan Sebastian,,,,1992-03-05,31,Colombia,,,U,0,,A
965,m0sc,Matsuoka,Hayato,,,,2005-01-15,19,Japan,,,R,2,,A
966,ag60,Al Allaf,Kareem,,,"Ross Wilson, Ammar Allaf",1998-03-22,25,United States,180,74,R,2,,A
967,ci19,Catanzariti,A.J.,,,Craig Perry,1995-08-21,28,United States,183,79,R,0,,A
968,fc39,Folliot,Quentin,Paris,France,Robin VACA Y SAEZ,1998-12-31,25,France,180,70,R,2,,A
969,z366,Zukas,Matias,,,Fabian Blengino,1996-05-04,27,Argentina,183,72,R,2,,A
970,v0cs,Van Emburgh,Jake,Naples,Fl,Greg Van Emburgh,1998-09-23,25,United States,191,88,R,2,,A
971,u0a3,Ujvary,Matthias,,,Herbert Rosenkranz,2004-07-05,19,Austria,180,71,R,0,,A
972,z09w,Zima,Leopold,,,Richy Waite,2000-05-13,23,Germany,185,81,R,2,,A
973,s0gf,Steiner,Maik,,,,1994-06-19,29,Germany,185,80,R,0,,A
974,r0ai,Reitano,Stefano,,,Gipo Arbino,1997-07-21,26,Italy,180,75,R,2,,A
975,w725,Woerner,Paul,,,,1996-08-23,27,Germany,,,R,2,,A
976,rc96,Rubin,Noah,Long Island,NY,,1996-02-21,28,United States,175,70,R,2,2015,A
977,i426,Imamura,Masamichi,,,,1998-11-23,25,Japan,178,72,R,2,,A
978,l0de,Lambling,Raphael,,,,2000-05-02,23,France,,,U,0,,A
